NAICS12, INDEX ITEM DESCRIPTION ,SIC
333249, Petroleum refining machinery manufacturing ,
333249, Picker machinery for textiles manufacturing ,
333249, Picker sticks for looms manufacturing ,
333249, Plastics working machinery manufacturing ,
333249, Printing machinery for textiles manufacturing ,
333249," Rectifying equipment, chemical, manufacturing ",
333249, Roving machinery for textiles manufacturing ,
333249, Rubber working machinery manufacturing ,
333249,Schiffli machinery manufacturing,
333249, Sewing machines (including household-type) manufacturing ,
333249, Shoe making and repairing machinery manufacturing ,
333249, Shuttles for textile weaving machinery manufacturing ,
333249," Sieves and screening equipment, chemical preparation-type, manufacturing ",
333249, Silk screens for textile fabrics manufacturing ,
333249, Spindles for textile machinery manufacturing ,
333249, Spinning machinery for textiles manufacturing ,
333249, Spools for textile machinery manufacturing ,
333249, Stone working machinery manufacturing ,
333249, Tannery machinery manufacturing ,
333249,"Textile finishing machinery (e.g., bleaching, dyeing, mercerizing, printing) manufacturing",
333249, Textile making machinery manufacturing ,
333249, Textile printing machinery manufacturing ,
333249,Texturizing machinery for textiles manufacturing,
333249, Thermoforming machinery for plastics manufacturing ,
333249, Thread making machinery manufacturing ,
333249," Through-hole machinery, printed circuit board loading, manufacturing ",
333249, Tile making machinery (except kilns) manufacturing ,
333249, Tire making machinery manufacturing ,
333249, Tire recapping machinery manufacturing ,
333249, Tire shredding machinery manufacturing ,
333249, Tobacco processing machinery (except farm-type) manufacturing ,
333249, Tufting machinery for textiles manufacturing ,
333249, Vulcanizing machinery manufacturing ,
333249, Warping machinery manufacturing ,
333249, Weaving machinery manufacturing ,
333249, Winding machinery for textiles manufacturing ,
333249, Wire and cable insulating machinery manufacturing ,
333249, Wood drying kilns manufacturing ,
333249, Wool and worsted finishing machinery manufacturing ,
333249,Yarn texturizing machines manufacturing,
333249, Zipper making machinery manufacturing ,
333314, Binoculars manufacturing ,
333314, Camera lenses manufacturing ,
333314," Comparators, optical, manufacturing ",
333314," Gauges, machinist's precision tool, optical, manufacturing ",
333314," Glasses, field or opera, manufacturing ",
333314," Gratings, diffraction, manufacturing ",
333314," Gun sighting and fire control equipment and instruments, optical, manufacturing ",
333314," Gun sights, optical, manufacturing ",
333314, Instrument lenses manufacturing ,
333314, Interferometers manufacturing ,
333314,"Laboratory analytical optical instruments (e.g., microscopes) manufacturing",
333314, Lens coating (except ophthalmic) ,
333314, Lens grinding (except ophthalmic) ,
333314, Lens mounting (except ophthalmic) ,
333314, Lens polishing (except ophthalmic) ,
333314, Lenses (except ophthalmic) manufacturing ,
333314,"Loupes (e.g., jewelers) manufacturing",
333314, Magnifying glasses (except corrective vision-type) manufacturing ,
333314," Magnifying instruments, optical, manufacturing ",
333314," Microscopes (except electron, proton) manufacturing ",
333314," Mirrors, optical, manufacturing ",
333314, Night vision optical device manufacturing ,
333314, Optical alignment and display instruments (except photographic) manufacturing ,
333314, Optical gun sighting and fire control equipment and instruments manufacturing ,
333314, Optical test and inspection equipment manufacturing ,
333314, Periscopes manufacturing ,
333314, Photographic lenses manufacturing ,
333314," Prisms, optical, manufacturing ",
333314, Projection lenses manufacturing ,
333314," Reflectors, optical, manufacturing ",
333314," Sights, telescopic, manufacturing ",
333314, Telescopes manufacturing ,
333314, Theodolites manufacturing ,
333316, Aerial cameras manufacturing ,
333316, Blueprint equipment manufacturing ,
333316," Cameras (except television, video) manufacturing ",
333316, Densitometers (except laboratory analytical) manufacturing ,
333316," Developing equipment, film, manufacturing ",
333316, Digital cameras manufacturing ,
333316," Driers, photographic, manufacturing ",
333316,"Editing equipment, motion picture (e.g., rewinders, splicers, titlers, viewers), manufacturing",
333316," Enlargers, photographic, manufacturing ",
333316," Exposure meters, photographic, manufacturing ",
333316, Film developing equipment manufacturing ,
333316," Flash apparatus, photographic, manufacturing ",
333316," Lens hoods, camera, manufacturing ",
333316," Light meters, photographic, manufacturing ",
333316,"Microfiche equipment (e.g., cameras, projectors, readers) manufacturing",
333316,"Microfilm equipment (e.g., cameras, projectors, readers) manufacturing",
333316, Motion picture cameras manufacturing ,
333316, Motion picture projectors manufacturing ,
333316, Overhead projectors (except computer peripheral) manufacturing ,
333316, Photocopying machines manufacturing ,
333316,Photoflash equipment manufacturing,
333316, Photographic equipment (except lenses) manufacturing ,
333316,"Projection equipment (e.g., motion picture, slide), photographic, manufacturing",
333316,"Projection screens (i.e., motion picture, overhead, slide) manufacturing",
333316," Range finders, photographic, manufacturing ",
333316," Readers, microfilm or microfiche, manufacturing ",
333316,"Screens, projection (i.e., motion picture, overhead, slide), manufacturing",
333316,"Sensitometers, photographic, manufacturing",
333316," Tanks, photographic developing, fixing, and washing, manufacturing ",
333316," Trays, photographic printing and processing, manufacturing ",
333316," Tripods, camera and projector, manufacturing ",
333318, Adding machines manufacturing ,
333318," Alignment equipment, motor vehicle, manufacturing ",
333318," Balancing equipment, motor vehicle, manufacturing ",
333318,"Binding equipment (i.e., plastics or tape binding), office-type, manufacturing",
333318," Brake service equipment (except mechanic's hand tools), motor vehicle, manufacturing ",
333318,"Bundling machinery (e.g., box strapping, mail, newspaper) manufacturing",
333318, Calculators manufacturing ,
333318," Canceling machinery, postal office-type, manufacturing ",
333318, Carnival and amusement park rides manufacturing ,
333318, Carnival and amusement park shooting gallery machinery manufacturing ,
333318,"Carousels (i.e., merry-go-rounds) manufacturing",
333318," Carpet and floor cleaning equipment, electric commercial-type, manufacturing ",
333318," Carpet sweepers, mechanical, manufacturing ",
333318,Carwashing machinery manufacturing,
333318, Cash registers (except point of sales terminals) manufacturing ,
333318," Central vacuuming systems, commercial-type, manufacturing ",
333318, Change making machines manufacturing ,
333318, Check writing machines manufacturing ,
333318, Cigarette vending machines manufacturing ,
333318," Coffee makers and urns, commercial-type, manufacturing ",
333318, Coin counting machinery manufacturing ,
333318, Coin wrapping machines manufacturing ,
333318, Coin-operated vending machines manufacturing ,
333318," Collating machinery, office-type, manufacturing ",
333318,"Cooking equipment (i.e., fryers, microwave ovens, ovens, ranges), commercial-type, manufacturing",
333318," Corn popping machines, commercial-type, manufacturing ",
333318, Currency counting machinery manufacturing ,
333318," Deep-fat fryers, commercial-type, manufacturing ",
333318, Dictating machines manufacturing ,
333318,"Dishwashing machines, commercial-type, manufacturing",
333318,Drycleaning equipment and machinery manufacturing,
333318," Dryers, laundry (except household-type), manufacturing ",
333318," Envelope stuffing, sealing, and addressing machinery manufacturing ",
333318, Ferris wheels manufacturing ,
333318, Flight simulation machinery manufacturing ,
333318," Floor sanding, washing, and polishing machines, commercial-type, manufacturing ",
333318," Food warming equipment, commercial-type, manufacturing ",
333318," Frame and body alignment equipment, motor vehicle, manufacturing ",
333318," Garbage disposal units, commercial-type, manufacturing ",
333318," Gas ranges, commercial-type, manufacturing ",
333318," Hair dryers, beauty parlor-type, manufacturing ",
333318,"Holepunchers (except hand operated), office-type, manufacturing",
333318, Hot beverage vending machines manufacturing ,
333318," Hotplates, commercial-type, manufacturing ",
333318, Ice cream vending machines manufacturing ,
333318,"Incoming mail handling equipment (e.g., opening, scanning, sorting) manufacturing",
333318, Laundry extractors manufacturing ,
333318, Laundry machinery and equipment (except household-type) manufacturing ,
333318, Laundry pressing machines (except household-type) manufacturing ,
333318," Letter folding, stuffing, and sealing machinery manufacturing ",
333318," Locks, coin-operated, manufacturing ",
333318," Mail handling machinery, post office-type, manufacturing ",
333318, Mechanisms for coin-operated machines manufacturing ,
333318," Microwave ovens, commercial-type, manufacturing ",
333318, Mop wringers manufacturing ,
333318, Oil water separators manufacturing ,
333318," Ovens, commercial-type, manufacturing ",
333318, Ozone machines for water purification manufacturing ,
333318, Postage meters manufacturing ,
333318, Postage stamp vending machines manufacturing ,
333318, Power washer cleaning equipment manufacturing ,
333318," Ranges, commercial-type, manufacturing ",
333318," Sanding machines, floor, manufacturing ",
333318, Sewage treatment equipment manufacturing ,
333318, Snack and confection vending machines manufacturing ,
333318, Soft drink vending machines manufacturing ,
333318," Steam cookers, commercial-type, manufacturing ",
333318, Steam tables manufacturing ,
333318, Stenography machinery manufacturing ,
333318," Stoves, commercial-type, manufacturing ",
333318, Swimming pool filter systems manufacturing ,
333318,"Teaching machines (e.g., flight simulators) manufacturing",
333318," Tire mounting machines, motor vehicle, manufacturing ",
333318," Trash and garbage compactors, commercial-type, manufacturing ",
333318, Typewriters manufacturing ,
333318," Vacuum cleaners, industrial and commercial-type, manufacturing ",
333318, Vending machines manufacturing ,
333318, Voting machines manufacturing ,
333318, Wash water recycling machinery manufacturing ,
333318," Washing machines, laundry (except household-type), manufacturing ",
333318," Water heaters (except boilers), commercial-type, manufacturing ",
333318, Water purification equipment manufacturing ,
333318, Water softening equipment manufacturing ,
333318, Water treatment equipment manufacturing ,
333318," Word processing equipment, dedicated, manufacturing ",
333413," Air purification equipment, stationary, manufacturing ",
333413, Air scrubbing systems manufacturing ,
333413,"Air washers (i.e., air scrubbers) manufacturing",
333413,Aircurtains manufacturing,
333413, Attic fans manufacturing ,
333413, Blower filter units manufacturing ,
333413, Dust and fume collecting equipment manufacturing ,
333413, Electrostatic precipitation equipment manufacturing ,
333413," Exhaust fans, industrial and commercial-type, manufacturing ",
333413," Fans, industrial and commercial-type, manufacturing ",
333413," Filters, air-conditioner, manufacturing ",
333413," Filters, furnace, manufacturing ",
333413, Furnace filters manufacturing ,
333413," Ventilating fans, industrial and commercial-type, manufacturing ",
333414, Baseboard heating equipment manufacturing ,
333414," Boilers, heating, manufacturing ",
333414," Burners, heating, manufacturing ",
333414,"Fireplace inserts (i.e., heat directing) manufacturing",
333414," Furnaces (except forced air), heating, manufacturing ",
333414," Furnaces, floor and wall, manufacturing ",
333414," Gas burners, heating, manufacturing ",
333414, Gas fireplaces manufacturing ,
333414, Gas space heaters manufacturing ,
333414," Gas-oil burners, combination, manufacturing ",
333414," Heaters, space (except portable electric), manufacturing ",
333414," Heaters, swimming pool, manufacturing ",
333414," Heating equipment, hot water (except hot water heaters), manufacturing ",
333414," Heating units, baseboard, manufacturing ",
333414,Hydronic heating equipment manufacturing,
333414, Kerosene space heaters manufacturing ,
333414," Logs, gas fireplace, manufacturing ",
333414," Oil burners, heating, manufacturing ",
333414," Radiators (except motor vehicle, portable electric) manufacturing ",
333414, Room heaters (except portable electric) manufacturing ,
333414, Solar energy heating equipment manufacturing ,
333414, Solar heating systems manufacturing ,
333414, Space heaters (except portable electric) manufacturing ,
333414, Steam heating equipment manufacturing ,
333414, Swimming pool heaters manufacturing ,
333414, Unit heaters (except portable electric) manufacturing ,
333414, Wood stoves manufacturing ,
333415,"Air-conditioners, unit (e.g., motor home, travel trailer, window), manufacturing",
333415, Air-conditioning and warm air heating combination units manufacturing ,
333415, Air-conditioning compressors (except motor vehicle) manufacturing ,
333415, Air-conditioning condensers and condensing units manufacturing ,
333415, Air-conditioning equipment (except motor vehicle) manufacturing ,
333415, Beer cooling and dispensing equipment manufacturing ,
333415," Coolers, refrigeration, manufacturing ",
333415," Coolers, water, manufacturing ",
333415, Cooling towers manufacturing ,
333415," Counters and display cases, refrigerated, manufacturing ",
333415, Dehumidifiers (except portable electric) manufacturing ,
333415," Display cases, refrigerated, manufacturing ",
333415," Drinking fountains, refrigerated, manufacturing ",
333415,"Electric warm air (i.e., forced air) furnaces manufacturing",
333415,"Evaporative condensers (i.e., heat transfer equipment) manufacturing",
333415," Fountains, refrigerated drinking, manufacturing ",
333415," Freezing equipment, industrial and commercial-type, manufacturing ",
333415,"Furnaces, warm air (i.e., forced air), manufacturing",
333415, Heat pumps manufacturing ,
333415, Heating and air conditioning combination units manufacturing ,
333415,"Heating equipment, warm air (i.e., forced air), manufacturing",
333415, Humidifying equipment (except portable) manufacturing ,
333415, Ice making machinery manufacturing ,
333415, Laboratory-type freezers manufacturing ,
333415," Lockers, refrigerated, manufacturing ",
333415, Refrigerated lockers manufacturing ,
333415, Refrigeration compressors manufacturing ,
333415," Refrigeration equipment, industrial and commercial-type, manufacturing ",
333415," Refrigeration units, truck-type, manufacturing ",
333415, Room air-conditioners manufacturing ,
333415," Showcases, refrigerated, manufacturing ",
333415, Snow making machinery manufacturing ,
333415, Soda fountain cooling and dispensing equipment manufacturing ,
333415,"Water (i.e., drinking) coolers, mechanical, manufacturing",
333511, Die-casting dies manufacturing ,
333511, Foundry casting molds manufacturing ,
333511, Industrial molds (except steel ingot) manufacturing ,
333511," Molds (except steel ingot), industrial, manufacturing ",
333511,"Molds for forming materials (e.g., glass, plastics, rubber) manufacturing",
333511, Molds for metal casting (except steel ingot) manufacturing ,
333511, Molds for plastics and rubber working machinery manufacturing ,
333514," Cutting dies, metalworking, manufacturing ",
333514," Diamond dies, metalworking, manufacturing ",
333514, Die sets for metal stamping presses manufacturing ,
333514, Dies and die holders for metal cutting and forming (except threading) manufacturing ,
333514," Dies, metalworking (except threading), manufacturing ",
333514," Dies, plastics forming, manufacturing ",
333514," Dies, steel rule, metal cutting, manufacturing ",
333514, Extrusion dies for use with all materials manufacturing ,
333514,"Jigs (e.g., checking, gauging, inspection) manufacturing",
333514, Jigs and fixtures for use with machine tools manufacturing ,
333514, Punches for use with machine tools manufacturing ,
333514,"Subpresses, machine tool, manufacturing",
333514,"Welding positioners (i.e., jigs) manufacturing",
333514,Wiredrawing and straightening dies manufacturing,
333515,"Angle rings (i.e., a machine tool accessory) manufacturing",
333515,"Arbors (i.e., a machine tool accessory) manufacturing",
333515," Bits and knives for metalworking lathes, planers, and shapers manufacturing ",
333515," Bits, drill, metalworking, manufacturing ",
333515," Blanks, cutting tool, manufacturing ",
333515,"Broaches (i.e., a machine tool accessory) manufacturing",
333515,"Cams (i.e., a machine tool accessory) manufacturing",
333515,"Chasers (i.e., a machine tool accessory) manufacturing",
333515,"Chucks (i.e., a machine tool accessory) manufacturing",
333515,"Clamps (i.e., a machine tool accessory) manufacturing",
333515,"Collars (i.e., a machine tool accessory) manufacturing",
333515,"Collets (i.e., a machine tool accessory) manufacturing",
333515,"Counterbores (i.e., a machine tool accessory), metalworking, manufacturing",
333515,"Countersinks (i.e., a machine tool accessory) manufacturing",
333515," Cutters, metal milling, manufacturing ",
333515,"Dies and taps (i.e., a machine tool accessory) manufacturing",
333515," Drill bits, metalworking, manufacturing ",
333515,"Files (i.e., a machine tool accessory) manufacturing",
333515,"Hobs (i.e., metal gear cutting tool) manufacturing",
333515,"Honing heads (i.e., a machine tool accessory) manufacturing",
333515,"Hopper feed devices (i.e., a machine tool accessory) manufacturing",
333515,"Indexing, rotary tables (i.e., a machine tool accessory) manufacturing",
333515," Inserts, cutting tool, manufacturing ",
333515," Knives and bits for metalworking lathes, planers, and shapers manufacturing ",
333515,"Letter pins (e.g., gauging, measuring) manufacturing",
333515," Machine knives, metal cutting, manufacturing ",
333515, Machine tool attachments and accessories manufacturing ,
333515,"Mandrels (i.e., a machine tool accessory) manufacturing",
333515,"Measuring attachments (e.g., sine bars) for machine tool manufacturing",
333515,"Pushers (i.e., a machine tool accessory) manufacturing",
333515,"Reamers (i.e., a machine tool accessory) manufacturing",
333515,"Sine bars (i.e., a machine tool accessory) manufacturing",
333515,"Taps and dies (i.e., a machine tool accessory) manufacturing",
333515,"Thread cutting dies (i.e., a machine tool accessory) manufacturing",
333515,"Toolholders (i.e., a machine tool accessory) manufacturing",
333515, Tools and accessories for machine tools manufacturing ,
333515, Tracer and tapering machine tool attachments manufacturing ,
333517," Arbor presses, metalworking, manufacturing ",
333517," Automatic screw machines, metal cutting type, manufacturing ",
333517,"Beader machines, metalworking, manufacturing",
333517," Bending and forming machines, metalworking, manufacturing ",
333517," Boring machines, metalworking, manufacturing ",
333517," Boring, drilling, and milling machine combinations, metalworking, manufacturing ",
333517," Brakes, press, metalworking, manufacturing ",
333517," Broaching machines, metalworking, manufacturing ",
333517," Brushing machines, metalworking, manufacturing ",
333517," Buffing and polishing machines, metalworking, manufacturing ",
333517," Burnishing machines, metalworking, manufacturing ",
333517," Can forming machines, metalworking, manufacturing ",
333517," Centering machines, metalworking, manufacturing ",
333517," Chamfering machines, metalworking, manufacturing ",
333517," Chemical milling machines, metalworking, manufacturing ",
333517," Chucking machines, automatic, metalworking, manufacturing ",
333517," Crankshaft grinding machines metal cutting type, manufacturing ",
333517," Custom roll forming machines, metalworking, manufacturing ",
333517," Cut-off machines, metalworking, manufacturing ",
333517," Cutting machines, metalworking, manufacturing ",
333517," Cylinder boring machines metal cutting type, manufacturing ",
333517,"Deburring machines, metalworking, manufacturing",
333517," Die sinking machines, metalworking, manufacturing ",
333517," Die-casting machines, metalworking, manufacturing ",
333517," Drill presses, metalworking, manufacturing ",
333517," Drilling machines, metalworking, manufacturing ",
333517," Drop hammers, metal forging and shaping, manufacturing ",
333517,"Duplicating machines (e.g., key cutting), metalworking, manufacturing",
333517," Electrochemical milling machines, metalworking, manufacturing ",
333517, Electrode discharge metal cutting machines manufacturing ,
333517, Electrolytic metal cutting machines manufacturing ,
333517, Electron-discharge metal cutting machines manufacturing ,
333517," Extruding machines, metalworking, manufacturing ",
333517," Facing machines, metalworking, manufacturing ",
333517," Filing machines, metalworking, manufacturing ",
333517," Flange facing machines, metalworking, manufacturing ",
333517, Forging machinery and hammers manufacturing ,
333517," Forming machines (except drawing), metalworking, manufacturing ",
333517," Gear cutting and finishing machines, metalworking, manufacturing ",
333517," Gear rolling machines, metalworking, manufacturing ",
333517," Grinding machines, metalworking, manufacturing ",
333517,"Home workshop metal cutting machine tools (except handtools, welding equipment) manufacturing",
333517," Honing and lapping machines, metal cutting type, manufacturing ",
333517," Key cutting machines, metal cutting type, manufacturing ",
333517," Knurling machines, metalworking, manufacturing ",
333517," Laser boring, drilling, and cutting machines, metalworking, manufacturing ",
333517," Lathes, metalworking, manufacturing ",
333517," Machine tools, metal cutting, manufacturing ",
333517," Machine tools, metal forming, manufacturing ",
333517," Magnetic forming machines, metalworking, manufacturing ",
333517, Metal cutting machine tools manufacturing ,
333517, Metal deposit forming machines manufacturing ,
333517, Metal forming machine tools manufacturing ,
333517, Metalworking lathes manufacturing ,
333517," Milling machines, metalworking, manufacturing ",
333517, Nail heading machines manufacturing ,
333517, Numerically controlled metal cutting machine tools manufacturing ,
333517," Pipe cutting and threading machines, metalworking, manufacturing ",
333517," Planers, metalworking, manufacturing ",
333517, Plasma jet spray metal forming machines manufacturing ,
333517, Plasma process metal cutting machines (except welding equipment) manufacturing ,
333517," Polishing and buffing machines, metalworking, manufacturing ",
333517, Powder metal forming presses manufacturing ,
333517," Press brakes, metalworking, manufacturing ",
333517,"Presses (e.g., bending, punching, shearing, stamping), metal forming, manufacturing",
333517," Punching machines, metalworking, manufacturing ",
333517," Reaming machines, metalworking, manufacturing ",
333517," Rifling machines, metalworking, manufacturing ",
333517," Riveting machines, metalworking, manufacturing ",
333517," Sawing machines, metalworking, manufacturing ",
333517," Screw and nut slotting machines, metalworking, manufacturing ",
333517," Shaving machines, metalworking, manufacturing ",
333517," Shearing machines, metal forming, manufacturing ",
333517, Sheet metal forming machines manufacturing ,
333517," Slotting machines, metalworking, manufacturing ",
333517," Spinning machines, metalworking, manufacturing ",
333517," Spline rolling machines, metalworking, manufacturing ",
333517," Spring winding and forming machines, metalworking, manufacturing ",
333517," Stamping machines, metalworking, manufacturing ",
333517," Stretching machines, metalworking, manufacturing ",
333517," Swaging machines, metalworking, manufacturing ",
333517," Tapping machines, metalworking, manufacturing ",
333517," Thread rolling machines, metalworking, manufacturing ",
333517," Threading machines, metalworking, manufacturing ",
333517,"Turning machines (i.e., lathes), metalworking, manufacturing",
333517," Turret lathes, metalworking, manufacturing ",
333517," Ultrasonic boring, drilling, and cutting machines, metalworking, manufacturing ",
333517, Ultrasonic metal forming machines manufacturing ,
333517,"Upsetters (i.e., forging machines) manufacturing",
333517," Valve grinding machines, metalworking, manufacturing ",
333519, Assembly machines manufacturing ,
333519," Bar mill machinery, metalworking, manufacturing ",
333519," Billet mill machinery, metalworking, manufacturing ",
333519," Blooming and slabbing mill machinery, metalworking, manufacturing ",
333519," Coil winding and cutting machinery, metalworking, manufacturing ",
333519," Cold rolling mill machinery, metalworking, manufacturing ",
333519,"Cradle assembly machinery (i.e., wire making equipment) manufacturing",
333519, Draw bench machines manufacturing ,
333519, Galvanizing machinery manufacturing ,
333519," Hot strip mill machinery, metalworking, manufacturing ",
333519," Hot-rolling mill machinery, metalworking, manufacturing ",
333519," Marking machines, metal, manufacturing ",
333519,"Picklers and pickling machinery, metalworking, manufacturing",
333519," Pipe and tube rolling mill machinery, metalworking, manufacturing ",
333519," Plate rolling mill machinery, metalworking, manufacturing ",
333519, Propeller straightening presses manufacturing ,
333519," Rod rolling mill machinery, metalworking, manufacturing ",
333519," Rolling mill machinery and equipment, metalworking, manufacturing ",
333519," Rolling mill roll machines, metalworking, manufacturing ",
333519," Scarfing units, rolling mill machinery, metalworking, manufacturing ",
333519,"Screwdowns and boxes machinery, metal, manufacturing",
333519,Screwdriving machines manufacturing,
333519," Structural rolling mill machinery, metalworking, manufacturing ",
333519," Tube rolling mill machinery, metalworking, manufacturing ",
333519,Wiredrawing and fabricating machinery and equipment (except dies) manufacturing,
333611, Gas turbine generator set units manufacturing ,
333611, Gas turbines (except aircraft) manufacturing ,
333611,"Generator sets, turbine (e.g., gas, hydraulic, steam), manufacturing",
333611," Governors, steam, manufacturing ",
333611, Hydraulic turbine generator set units manufacturing ,
333611, Hydraulic turbines manufacturing ,
333611," Motor generator sets, turbo generators, manufacturing ",
333611, Steam turbine generator set units manufacturing ,
333611, Steam turbines manufacturing ,
333611, Turbine generator set units manufacturing ,
333611, Turbines (except aircraft) manufacturing ,
333611, Water turbines manufacturing ,
333611, Wind powered turbine generator sets manufacturing ,
333611,"Wind turbines (i.e., windmill) manufacturing",
333611," Windmills, electric power, generation-type, manufacturing ",
333612," Drives, high-speed industrial (except hydrostatic), manufacturing ",
333612,"Gearmotors (i.e., power transmission equipment) manufacturing",
333612," Gears, power transmission (except aircraft, motor vehicle), manufacturing ",
333612," Motors, gear, manufacturing ",
333612," Reducers, speed, manufacturing ",
333612," Reduction gears and gear units (except aircraft power transmission equipment, automotive) manufacturing ",
333612,"Speed changers (i.e., power transmission equipment) manufacturing",
333612,"Speed reducers (i.e., power transmission equipment) manufacturing",
333613," Ball joints (except aircraft, motor vehicle) manufacturing ",
333613," Bearings, plain (except internal combustion engine), manufacturing ",
333613," Bushings, plain (except internal combustion engine), manufacturing ",
333613," Chains, power transmission, manufacturing ",
333613," Collars, shaft for power transmission equipment, manufacturing ",
333613," Couplings, mechanical power transmission, manufacturing ",
333613," Drive chains, bicycle and motorcycle, manufacturing ",
333613," Joints, swivel (except aircraft, motor vehicle), manufacturing ",
333613," Joints, universal (except aircraft, motor vehicle), manufacturing ",
333613," Pulleys, power transmission, manufacturing ",
333613," Railroad car journal bearings, plain, manufacturing ",
333613," Sheaves, mechanical power transmission, manufacturing ",
333613," Sprockets, power transmission equipment, manufacturing ",
333613," Universal joints (except aircraft, motor vehicle) manufacturing ",
333618,Diesel and semidiesel engines manufacturing,
333618, Electric outboard motors manufacturing ,
333618,"Engines, diesel and semidiesel, manufacturing",
333618," Engines, diesel locomotive, manufacturing ",
333618,"Engines, internal combustion (except aircraft, nondiesel automotive), manufacturing",
333618," Engines, natural gas, manufacturing ",
333618," Gasoline engines (except aircraft, automotive, truck) manufacturing ",
333618," Governors, diesel engine, manufacturing ",
333618," Governors, gasoline engine (except automotive), manufacturing ",
333618,"Internal combustion engines (except aircraft, nondiesel automotive, nondiesel truck) manufacturing",
333618, Locomotive diesel engines manufacturing ,
333618, Marine engines manufacturing ,
333618," Motors, outboard, manufacturing ",
333618, Natural gas engines manufacturing ,
333618, Outboard motors manufacturing ,
333618,Semidiesel engines manufacturing,
333911, Centrifugal pumps manufacturing ,
333911, Oil-well and oil-field pumps manufacturing ,
333911," Pumps (except fluid power), general purpose, manufacturing ",
333911, Pumps for railroad equipment lubrication systems manufacturing ,
333911," Pumps, industrial and commercial-type, general purpose, manufacturing ",
333911," Pumps, oil field or well, manufacturing ",
333911," Pumps, sump or water, residential-type, manufacturing ",
333911," Sump pumps, residential-type, manufacturing ",
333912, Air compressors manufacturing ,
333912, Bicycle pumps manufacturing ,
333912," Compressors, air and gas, general purpose-type, manufacturing ",
333912,"Paint sprayers (i.e., compressor and spray gun unit) manufacturing",
333912,"Power (i.e., pressure) washer units manufacturing",
333912," Sprayers, manual pump, general purpose-type, manufacturing ",
333912, Vacuum pumps (except laboratory) manufacturing ,
333913,"Dispensing and measuring pumps (e.g., gasoline, lubricants) manufacturing",
333913, Gasoline measuring and dispensing pumps manufacturing ,
333913, Oil measuring and dispensing pumps manufacturing ,
333913,"Pumps, measuring and dispensing (e.g., gasoline), manufacturing",
333921,"Automobile lifts (i.e., garage-type, service station) manufacturing",
333921, Dumbwaiters manufacturing ,
333921," Elevators, passenger and freight, manufacturing ",
333921, Escalators manufacturing ,
333921," Stairways, moving, manufacturing ",
333921," Walkways, moving, manufacturing ",
333922, Belt conveyor systems manufacturing ,
333922," Buckets, elevator or conveyor, manufacturing ",
333922,"Carousel conveyors (e.g., luggage) manufacturing",
333922, Coal and ore conveyors manufacturing ,
333922," Conveyors, farm-type, manufacturing ",
333922, Farm-type conveyors manufacturing ,
333922, Mine conveyors manufacturing ,
333922, Overhead conveyors manufacturing ,
333922, Passenger baggage belt loaders (except industrial truck) manufacturing ,
333922, Pneumatic tube conveyors manufacturing ,
333922, Screw conveyors manufacturing ,
333923, Aerial work platforms manufacturing ,
333923,"Automobile wrecker (i.e., tow truck) hoists manufacturing",
333923, Block and tackle manufacturing ,
333923, Boat lifts manufacturing ,
333923, Chain hoists manufacturing ,
333923," Cranes, overhead traveling, manufacturing ",
333923, Davits manufacturing ,
333923, Hoists (except aircraft loading) manufacturing ,
333923, Locomotive cranes manufacturing ,
333923, Monorail systems (except passenger-type) manufacturing ,
333923, Overhead traveling cranes manufacturing ,
333923," Pulleys (except power transmission), metal, manufacturing ",
333923, Ship cranes and derricks manufacturing ,
333923, Winches manufacturing ,
333923, Wire rope hoists manufacturing ,
333924, Aircraft engine cradles manufacturing ,
333924, Aircraft loading hoists manufacturing ,
333924, Bomb lifts manufacturing ,
333924, Cabs for industrial trucks manufacturing ,
333924," Carts, grocery, made from purchased wire ",
333924," Cranes, industrial truck, manufacturing ",
333924, Dollies manufacturing ,
333924, Drum cradles manufacturing ,
333924, Forklifts manufacturing ,
333924, Grocery carts made from purchased wire ,
333924, Hand trucks manufacturing ,
333924," Hoists, aircraft loading, manufacturing ",
333924, Industrial trucks and tractors manufacturing ,
333924, Mechanic's creepers manufacturing ,
333924, Mobile straddle carriers manufacturing ,
333924, Pallet movers manufacturing ,
333924, Pallet or skid jacks manufacturing ,
333924,"Stackers, industrial, truck-type, manufacturing",
333924,"Stackers, portable (except farm), manufacturing",
333924," Straddle carriers, mobile, manufacturing ",
333924," Tractors, industrial, manufacturing ",
333924," Trucks, industrial, manufacturing ",
333924, Wheelbarrows manufacturing ,
333991,"Buffing machines, handheld power-driven, manufacturing",
333991,"Cartridge (i.e., powder) handheld power-driven tools manufacturing",
333991,"Chain saws, handheld power-driven, manufacturing",
333991,"Chissels, handheld power-driven, manufacturing",
333991,"Circular saws, handheld power-driven, manufacturing",
333991,"Drills, handheld power-driven (except heavy construction and mining type), manufacturing",
333991,"Grinders, handheld power-driven, manufacturing",
333991,"Handtools, power-driven, manufacturing",
333991,"Impact wrenches, handheld power-driven, manufacturing",
333991,"Jigsaws, handheld power-driven, manufacturing",
333991,"Nail guns, handheld power-driven, manufacturing",
333991,"Nailers and staplers, handheld power-driven, manufacturing",
333991,"Paint spray guns, handheld pneumatic, manufacturing",
333991,"Planers, handheld power-driven, manufacturing",
333991,"Polishers, handheld power-driven, manufacturing",
333991,Powder actuated handheld power tools manufacturing,
